Contrast,Correlation,Dissimilarity,Homogeneity,Energy,Avg_Red,Avg_Green,Avg_Blue,Label
3000.148353007302,0.7206585136031171,23.792651119752705,0.27008671407036633,0.17374442154734157,128.06701239224137,131.67535470545977,131.07136763649424,defective
4332.950426534943,0.6420062317940541,32.09631477018681,0.2565945914890629,0.19010031496639745,123.70025143678161,127.6095770474138,127.38442887931035,defective
4332.950426534943,0.6420062317940541,32.09631477018681,0.2565945914890629,0.19010031496639745,123.70025143678161,127.6095770474138,127.38442887931035,defective
4332.950426534943,0.6420062317940541,32.09631477018681,0.2565945914890629,0.19010031496639745,123.70025143678161,127.6095770474138,127.38442887931035,defective
565.4849996012988,0.9436377129762743,10.5969773245515,0.3031884497832635,0.21164149150064152,124.22463182471265,123.66884428879311,119.6603133979885,defective
4311.857923401105,0.6438999372388552,31.968324421348765,0.2565430984565627,0.1907919641053906,123.68828573994253,127.5346399066092,127.15400502873563,defective
4332.950426534943,0.6420062317940541,32.09631477018681,0.2565945914890629,0.19010031496639745,123.70025143678161,127.6095770474138,127.38442887931035,defective
3610.1110871783944,0.685353588040366,27.691707246849376,0.2643832203915041,0.18401048197387856,125.47133171695403,129.28136224856323,128.83261494252875,defective
581.3741298512974,0.9386639147872691,10.803054625951264,0.2863132133767418,0.19209918771715243,127.05830190373563,126.99777747844827,123.33358028017241,defective
4332.950426534943,0.6420062317940541,32.09631477018681,0.2565945914890629,0.19010031496639745,123.70025143678161,127.6095770474138,127.38442887931035,defective
717.7668201685811,0.9429770043966031,12.234023446149775,0.381736675347568,0.32706586199423604,107.78270923132185,104.45215966235632,98.51836386494253,defective
1891.30934503973,0.7914158653084877,17.817574762219348,0.29199049955746337,0.18638219593193017,117.42067445527523,122.01078698394495,119.64483586582568,defective
1461.0615718267147,0.8281500865695904,15.088705738534147,0.29520674326339164,0.17771206752345395,119.23742115825688,123.18031465022936,120.16234231651376,defective
1892.9006748754944,0.7911277440746285,17.832298674765344,0.2919101175731616,0.18617883950433822,117.43255447247707,122.03125,119.66671444954129,defective
1919.8434497302685,0.7882093674279633,18.041796620069803,0.28993722621784823,0.18569360612872668,117.37213302752293,122.00344036697248,119.75756163990826,defective
1919.8434497302685,0.7882093674279633,18.041796620069803,0.28993722621784823,0.18569360612872668,117.37213302752293,122.00344036697248,119.75756163990826,defective
609.5240743937687,0.9361322282901497,9.856684696634323,0.3701398687118491,0.26049384883795584,106.05187428325688,106.80981221330275,101.28633887614679,defective
954.7827692607834,0.898825918390087,13.056290401219952,0.32954448710439443,0.2359199392325022,110.7602673451835,110.92287844036697,104.97238747133028,defective
1919.8434497302685,0.7882093674279633,18.041796620069803,0.28993722621784823,0.18569360612872668,117.37213302752293,122.00344036697248,119.75756163990826,defective
1919.8434497302685,0.7882093674279633,18.041796620069803,0.28993722621784823,0.18569360612872668,117.37213302752293,122.00344036697248,119.75756163990826,defective
1919.8434497302685,0.7882093674279633,18.041796620069803,0.28993722621784823,0.18569360612872668,117.37213302752293,122.00344036697248,119.75756163990826,defective
955.0029813915527,0.8839039455672295,11.779937073142156,0.31085958451499746,0.18445795584684344,118.07790997706422,121.45070599197248,117.650390625,defective
1446.4777796180726,0.8303397350889598,14.943025056034527,0.298396843300833,0.1794443667669848,118.8666857798165,123.01463947821101,120.07644065366972,defective
2203.4850655578207,0.8243104427592067,18.621592571653483,0.4190277160899882,0.3145726543366672,104.04016869469027,103.43262582964601,94.97032287057522,defective
1120.4923211652192,0.893520353552605,13.676911316577716,0.3791953778360242,0.2667907145662529,108.23316509955752,105.26607439159292,94.13562983960178,defective
1108.250940984572,0.8919339527024132,13.530681908032166,0.3708631299155871,0.2523607761104929,109.8599626659292,107.74225663716814,97.33317201327434,defective
2203.4850655578207,0.8243104427592067,18.621592571653483,0.4190277160899882,0.3145726543366672,104.04016869469027,103.43262582964601,94.97032287057522,defective
1668.9261209533952,0.856306222577194,15.763136102745603,0.40357847876615754,0.2852856341238197,108.13106678650442,106.64949184181415,96.92899612831859,defective
2200.047035942095,0.8245785603300377,18.614025635024475,0.419264634566395,0.314832768728343,104.02817339601769,103.39266454646018,94.90903277101769,defective
2203.4850655578207,0.8243104427592067,18.621592571653483,0.4190277160899882,0.3145726543366672,104.04016869469027,103.43262582964601,94.97032287057522,defective
2203.4850655578207,0.8243104427592067,18.621592571653483,0.4190277160899882,0.3145726543366672,104.04016869469027,103.43262582964601,94.97032287057522,defective
2203.4850655578207,0.8243104427592067,18.621592571653483,0.4190277160899882,0.3145726543366672,104.04016869469027,103.43262582964601,94.97032287057522,defective
1832.1625713937217,0.8475823405876316,16.44621456318315,0.41736301247963725,0.3005752756590143,106.03667726769912,104.79692685287611,95.45271017699115,defective
787.3981781384504,0.9091514115682487,11.651942581976463,0.2966426035164847,0.18714161583955768,110.04400510204081,119.88470583545919,119.01586415816327,defective
1323.9570076424409,0.8523247860657884,16.11627501181845,0.2663192775068679,0.18026801841366136,111.91432158801021,121.8299784757653,121.05893255739795,defective
636.3479069711422,0.9362842260486385,10.519258738212473,0.3523727131386088,0.25308666745738484,98.11812420280613,108.34070073341837,107.82629145408163,defective
888.8918633671432,0.8903657776456964,12.307739562068287,0.27467923787480875,0.1640493360666777,113.60034677933673,123.82876275510205,123.0008769132653,defective
710.0093288275119,0.9360831732730927,11.524538513236779,0.3847826781163514,0.3115614362801477,92.40674824617346,99.8882134885204,97.72494818239795,defective
682.9729195019744,0.9274676110534509,11.072655032561903,0.32081838680471725,0.2182652742891662,104.79793128188776,114.55705915178571,113.58621651785714,defective
