Contrast,Correlation,Dissimilarity,Homogeneity,Energy,R,G,B,Label
276.05288960580253,7.366529757006617,0.2655973602482882,0.0361550334465977,0.9759102046953058,86.760263671875,126.41,66.152421875,defective
513.3346099346336,14.066035728719335,0.10010126753963566,0.011694435343779142,0.9520365877946023,94.526376953125,138.2864453125,84.2728125,defective
542.8317043405627,15.01118352629625,0.10384941115330974,0.014872372651903956,0.9460547759503445,77.816767578125,113.832314453125,67.15708984375,defective
421.85309236011017,12.262340927449834,0.1473803476919309,0.027383012798259818,0.9455153516059919,61.1036328125,80.064248046875,38.3166015625,defective
495.84559743762526,14.40279692023987,0.11740563431363155,0.02171949790794529,0.9370904069357714,60.952744140625,84.467158203125,45.35064453125,defective
353.4254770263356,11.408110744186994,0.16523595358466156,0.039910539594408205,0.950984619740434,50.699130859375,67.556630859375,36.509501953125,defective
582.897973684357,15.685693238806607,0.09913155930110808,0.014407182762428772,0.9431141111024042,81.23103515625,115.14701171875,63.8096484375,defective
481.4351736258821,14.090344239833755,0.10743201442138005,0.015528786025501904,0.9476092991055766,74.4690234375,104.567490234375,56.042314453125,defective
426.59855694898783,12.859107764370634,0.13452887478733352,0.02398095147012892,0.9569210365958574,66.239970703125,96.042138671875,56.067685546875,defective
595.3414108672209,16.585670799526035,0.08776203375543723,0.01665238819602427,0.9478963302667004,84.133046875,121.13822265625,79.657392578125,defective
473.6571472427006,13.879138640644813,0.10343816272505686,0.013104369243768212,0.9580618352038566,88.514404296875,132.032939453125,87.1141015625,defective
428.36038453739985,13.215759168251545,0.12086002470150076,0.02002451224530078,0.9494127462196172,64.07701171875,89.00431640625,51.3446484375,defective
518.8337344568064,15.03764749377225,0.10074042568230818,0.017608886813854644,0.9553578738504914,88.869716796875,126.788974609375,77.495126953125,defective
667.965785798708,18.09817510833905,0.08459364213784483,0.022456350396858327,0.94339529797679,86.9178125,121.35298828125,79.925166015625,defective
511.82989315515846,14.967901085031942,0.10230962328973653,0.01840669946480282,0.9453108267947036,70.871826171875,100.014609375,58.714921875,defective
515.4443979296852,14.831078705102321,0.12250408272039652,0.0333364751682221,0.9129666801365636,47.67169921875,55.812529296875,32.2921484375,defective
617.4795491391353,16.483425235693826,0.09119450173276561,0.017778167440646014,0.949998459825471,98.230908203125,137.34025390625,101.419296875,defective
284.30105850126205,9.26119729847689,0.17552067289106096,0.019545687824026162,0.973018486052876,82.235576171875,123.7249609375,71.03189453125,defective
494.2282740172238,14.450258446465691,0.13135276364236378,0.04199192926881084,0.9196809668076038,46.30609375,54.879462890625,31.827607421875,defective
162.363636809505,6.369279151681041,0.2917938589036026,0.04092692874780455,0.9837037185052733,81.07498046875,121.430556640625,64.521279296875,defective
707.3216288430195,18.27084789948037,0.10080766277729329,0.02869608048102175,0.9167270353012457,59.362451171875,83.3196875,48.53205078125,defective
409.22544864940613,11.397104763184567,0.16762466954474678,0.05440835808117799,0.9681714800498363,108.488017578125,147.66068359375,111.595673828125,defective
162.95210060986244,6.36578018744203,0.2934305633021702,0.041697081229252225,0.983674536621514,81.116787109375,121.5183203125,64.302939453125,defective
452.99558018137947,13.444777199539084,0.10575472821882309,0.012843229583889323,0.9595886780505515,88.980068359375,132.0247265625,87.54564453125,defective
742.415306766648,19.040066684297933,0.08111468901646414,0.015259727964578475,0.9162036201791497,70.91712890625,98.8394921875,59.559775390625,defective
752.8195172416005,19.421947626221165,0.0717534995842642,0.011579209609439782,0.9074232240071948,68.8191796875,115.671533203125,126.477109375,defective
152.9530588563034,5.567041576497776,0.32650055777100345,0.03873844417038671,0.9796745062271716,40.115341796875,83.80736328125,106.217197265625,defective
521.0288821785663,14.963774985501091,0.12212182867763455,0.0313896844363928,0.89568657112782,36.396533203125,41.919140625,53.310791015625,defective
280.24717479955217,9.642229327310401,0.2076210121633835,0.05766543614584089,0.9231259969325274,29.2150390625,24.487734375,36.476435546875,defective
437.4013717229934,12.792900644415118,0.14415398988489445,0.02869566260462454,0.9173315481802438,36.51177734375,44.165224609375,62.97859375,defective
159.32683321266282,6.360362220242036,0.29984803579030395,0.041245213869140644,0.9857058659027035,89.453310546875,124.160625,54.16830078125,defective
370.0523628418187,10.341591103089053,0.1467829119203045,0.015731369248146748,0.9696704774269825,101.931279296875,142.258427734375,79.115126953125,defective
259.87546166294396,8.23508504817194,0.2097627200486728,0.03775405097926022,0.9805490488094682,91.19953125,127.388564453125,67.34392578125,defective
440.4512006472196,12.88058153833282,0.11785084900941341,0.021096350082698643,0.9665885388979278,105.76880859375,141.5148046875,90.393583984375,defective
368.2357889419957,10.326065203490616,0.16557605319523863,0.031223179047241742,0.9725298422181607,93.44677734375,128.77794921875,74.021044921875,defective
513.2766569012088,14.102376732113278,0.10443854427892078,0.01243630850115336,0.9552676841638127,97.88892578125,134.23859375,69.362607421875,defective
241.65589960033617,7.0055377050922365,0.29632469467022476,0.07013733740374505,0.9814809444109859,85.106689453125,117.60138671875,57.731650390625,defective
159.84717747021656,6.3646579014848355,0.29970383543964185,0.041198788634790956,0.9856695459681801,89.463662109375,124.19798828125,54.031640625,defective
389.8992380016071,11.556510580714798,0.13069600651280536,0.014545803903300398,0.9670650787394753,96.5237890625,133.99859375,73.332001953125,defective
594.6646841563232,15.578328506728246,0.09672343929877696,0.016406564560876014,0.9546105412951896,100.033232421875,137.948349609375,85.466376953125,defective
1029.4534607444587,21.345496991652656,0.07516672009638631,0.016305583434739472,0.9181516148684077,157.127529296875,155.08068359375,131.76875,defective
549.8399616540061,14.289071326482173,0.10053466828651653,0.012597558000175873,0.9441838376886813,159.1294140625,136.068935546875,92.20873046875,defective
749.1126647579739,17.810982318770343,0.09068032149483028,0.017294372806257785,0.9174058653689218,129.79298828125,92.121484375,65.694990234375,defective
524.8096082070754,12.966566573503654,0.11459585926602552,0.014588914414068057,0.9496063139377426,149.65544921875,127.393056640625,93.68609375,defective
653.4130699720941,16.021443345973875,0.0875564608561145,0.010564627212471174,0.9274975576334069,160.00390625,127.784169921875,86.575380859375,defective
656.0028893430998,16.987268029757796,0.08315649628650744,0.011316652095803709,0.9336729562705316,147.57712890625,125.5437890625,89.4661328125,defective
852.8738098049306,19.202823630797056,0.08068178448421072,0.01701914526240168,0.9267726018824028,145.59892578125,132.292666015625,105.04736328125,defective
468.6363043992769,11.822788362093013,0.14024340739676008,0.03085266392429717,0.9573480261984892,152.40857421875,135.400048828125,103.8164453125,defective
437.5833657610467,12.871612155809544,0.12801752046788853,0.020785171782785664,0.944941600248722,131.4240234375,75.93935546875,44.881162109375,defective
574.6598800989442,15.786964933505361,0.11659173396321226,0.03610755197644044,0.9292812030046248,119.4729296875,73.340087890625,51.35009765625,defective
426.4128511449498,12.948375590318781,0.12771986297242613,0.022517060551850238,0.9307056657826495,130.001220703125,55.733095703125,33.45134765625,defective
420.48013251179026,11.610245175740351,0.1472873096715965,0.03409263901357002,0.9593987965760032,136.46240234375,105.20216796875,74.3749609375,defective
742.4965418999145,17.84187583189386,0.08534176965590423,0.015207897407173375,0.9284602839973498,141.264091796875,116.880341796875,87.1315625,defective
525.2336842528833,14.99318800835973,0.12184982530671457,0.03771981482262309,0.8928797356183796,107.74953125,38.5994140625,24.221455078125,defective
533.5009528632298,14.796866457258824,0.09597912965121717,0.012520940743470025,0.926837762798907,167.806611328125,126.313046875,78.271552734375,Raw
591.357200054298,16.060692067921952,0.07895097337176872,0.012079028216831848,0.8941641295863483,187.8939453125,182.003125,120.6190625,Raw
301.4817830310496,11.24913099852641,0.1409944906416211,0.03740667985373899,0.9621960131272848,136.613681640625,80.667451171875,36.33513671875,Raw
590.4267263894839,15.866303435983298,0.07919491084992959,0.00994497588698998,0.906659300964109,173.46896484375,150.04337890625,75.55134765625,Raw
